Title,Link,Journal Title,Publication Year,Authors,DOI,Keywords,Citations (in PMC),Citations (Crossref),Citations (OpenAlex),Citations (Semantic Scholar),Influential Citations,Altmetric Score,Mendeley Readers,Social Media Mentions,OpenAlex Concepts,TLDR Summary,Journal Title,Publication Year,Authors,DOI,Keywords,FieldsOfStudy,Citations (in PMC),Citations (Crossref),Citations (OpenAlex),Citations (Semantic Scholar),Influential Citations,Altmetric Score,Mendeley Readers,Social Media Mentions,OpenAlex Concepts,TLDR Summary,Full Text Link
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,Microbiome,2020.0,"Camilla Urbaniak, Hernan Lorenzi, James Thissen, Crystal Jaing, Brian Crucian, Clarence Sams, Duane Pierson, Kasthuri Venkateswaran, Satish Mehta",10.1186/s40168-020-00830-z,,,51.0,51.0,0.0,0.0,24.85,81.0,32.0,"Biology, Microbiome, Fusobacteria, Spaceflight, Saliva","This is the first study to look at how the salivary microbiome changes as a result of spaceflight and the search for bacterial biomarkers for viral reactivation, and revealed a positive correlation with Gracilibacteria, Absconditabacteria, and Abiotrophia and a negative correlation with Oribacterium, Veillonella, and Haemophilus.",Microbiome,2020.0,"Camilla Urbaniak, Hernan Lorenzi, James Thissen, Crystal Jaing, Brian Crucian, Clarence Sams, Duane Pierson, Kasthuri Venkateswaran, Satish Mehta",10.1186/s40168-020-00830-z,,,,51.0,52.0,0.0,0.0,24.849999999999998,81,32.0,"Biology, Microbiome, Fusobacteria, Spaceflight, Saliva","This is the first study to look at how the salivary microbiome changes as a result of spaceflight and the search for bacterial biomarkers for viral reactivation, and revealed a positive correlation with Gracilibacteria, Absconditabacteria, and Abiotrophia and a negative correlation with Oribacterium, Veillonella, and Haemophilus.",https://microbiomejournal.biomedcentral.com/track/pdf/10.1186/s40168-020-00830-z
The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,eLife,2023.0,"Nelson BC Serre, Daša Wernerová, Pruthvi Vittal, Shiv Mani Dubey, Eva Medvecká, Adriana Jelínková, Jan Petrášek, Guido Grossmann, Matyáš Fendrych",10.7554/eLife.85193,,,32.0,35.0,17.0,1.0,43.00000000000002,64.0,84.0,"Apoplast, Auxin, Meristem, Biophysics, Arabidopsis thaliana","It is demonstrated that the rapid auxin response pathway is required for an efficient navigation of the root tip, which shows distinct acidic and alkaline zones, which are not primarily determined by the activity of AHA H+-ATPases.",eLife,2023.0,"Nelson BC Serre, Daša Wernerová, Pruthvi Vittal, Shiv Mani Dubey, Eva Medvecká, Adriana Jelínková, Jan Petrášek, Guido Grossmann, Matyáš Fendrych",10.7554/eLife.85193,,['Medicine'],,32.0,35.0,17.0,1.0,43.00000000000002,64,84.0,"Apoplast, Auxin, Meristem, Biophysics, Arabidopsis thaliana","It is demonstrated that the rapid auxin response pathway is required for an efficient navigation of the root tip, which shows distinct acidic and alkaline zones, which are not primarily determined by the activity of AHA H+-ATPases.",https://doi.org/10.7554/elife.85193
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,STAR Protocols,2021.0,"Elisia D. Tichy, Foteini Mourkioti",10.1016/j.xpro.2021.100830,,,2.0,2.0,2.0,0.0,1.25,7.0,3.0,"Telomere, Skeletal muscle, Biology, Stem cell, Population","A protocol (cryosection muscle quantitative fluorescent in situhybridization) using skeletal muscle cryosections for assessments of telomere length in MuSCs, in their native environment is described.",STAR Protocols,2021.0,"Elisia D. Tichy, Foteini Mourkioti",10.1016/j.xpro.2021.100830,,['Medicine'],,2.0,2.0,2.0,0.0,1.25,7,3.0,"Telomere, Skeletal muscle, Biology, Stem cell, Population","A protocol (cryosection muscle quantitative fluorescent in situhybridization) using skeletal muscle cryosections for assessments of telomere length in MuSCs, in their native environment is described.",https://doi.org/10.1016/j.xpro.2021.100830
Persistent NF-Œ∫B activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,Cell Reports,2021.0,"Elisia D. Tichy, Nuoying Ma, David Sidibe, Emanuele Loro, Jacob Kocan, Delia Z. Chen, Tejvir S. Khurana, Paul Hasty, Foteini Mourkioti",10.1016/j.celrep.2021.109098,,,27.0,24.0,22.0,0.0,15.35,35.0,19.0,"Telomere, Stem cell, Duchenne muscular dystrophy, Inflammation, Biology",It is found that prolonged NF-κB activation in MuSCs in chronic injuries leads to shortened telomeres and Ku80 dysregulation and results in severe skeletal muscle defects.,Cell Reports,2021.0,"Elisia D. Tichy, Nuoying Ma, David Sidibe, Emanuele Loro, Jacob Kocan, Delia Z. Chen, Tejvir S. Khurana, Paul Hasty, Foteini Mourkioti",10.1016/j.celrep.2021.109098,,['Medicine'],,28.0,24.0,22.0,0.0,15.35,35,19.0,"Telomere, Stem cell, Duchenne muscular dystrophy, Inflammation, Biology",It is found that prolonged NF-κB activation in MuSCs in chronic injuries leads to shortened telomeres and Ku80 dysregulation and results in severe skeletal muscle defects.,https://www.cell.com/article/S2211124721004320/pdf
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,Science Advances,2022.0,"Nuoying Ma, Delia Chen, Ji-Hyung Lee, Paola Kuri, Edward Blake Hernandez, Jacob Kocan, Hamd Mahmood, Elisia D. Tichy, Panteleimon Rompolas, Foteini Mourkioti",10.1126/sciadv.abn0485,,,91.0,90.0,72.0,4.0,107.9,95.0,56.0,"PIEZO1, Stem cell, Cell biology, Biology, Regeneration (biology)",It is demonstrated that quiescent MuSCs are morphologically heterogeneous and exhibit different patterns of cellular protrusions and that Piezo1 reactivation ameliorates the MuSC morphological and regenerative defects of dystrophic muscles.,Science Advances,2022.0,"Nuoying Ma, Delia Chen, Ji-Hyung Lee, Paola Kuri, Edward Blake Hernandez, Jacob Kocan, Hamd Mahmood, Elisia D. Tichy, Panteleimon Rompolas, Foteini Mourkioti",10.1126/sciadv.abn0485,,['Medicine'],,92.0,90.0,73.0,4.0,107.9,95,56.0,"PIEZO1, Stem cell, Cell biology, Biology, Regeneration (biology)",It is demonstrated that quiescent MuSCs are morphologically heterogeneous and exhibit different patterns of cellular protrusions and that Piezo1 reactivation ameliorates the MuSC morphological and regenerative defects of dystrophic muscles.,https://www.science.org/doi/pdf/10.1126/sciadv.abn0485?download=true
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,npj Microgravity,2023.0,"Elisia D. Tichy, Ji-Hyung Lee, Grant Li, Katrina N. Estep, F. Brad Johnson, Foteini Mourkioti",10.1038/s41526-023-00303-1,,,3.0,5.0,4.0,0.0,1.0,13.0,1.0,"Spaceflight, Telomere, Hindlimb, Skeletal muscle, Weightlessness","A role for telomeres in muscle acclimatization is suggested, which is relevant for the well-being of astronauts in space, and upon their return to Earth.",npj Microgravity,2023.0,"Elisia D. Tichy, Ji-Hyung Lee, Grant Li, Katrina N. Estep, F. Brad Johnson, Foteini Mourkioti",10.1038/s41526-023-00303-1,,['Medicine'],,3.0,5.0,4.0,0.0,1.0,13,1.0,"Spaceflight, Telomere, Hindlimb, Skeletal muscle, Weightlessness","A role for telomeres in muscle acclimatization is suggested, which is relevant for the well-being of astronauts in space, and upon their return to Earth.",https://www.nature.com/articles/s41526-023-00303-1.pdf
Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,Plant Physiology,2014.0,"Justin M. Watkins, Paul J. Hechler, Gloria K. Muday",10.1104/pp.113.233528,,,199.0,219.0,190.0,6.0,3.5,192.0,2.0,"Guard cell, Flavonols, Reactive oxygen species, Chalcone synthase, Chemistry","In the epidermis of Arabidopsis leaves, flavonols specifically accumulate in guard cells with enhanced synthesis in the presence of ethylene, where they lower the levels of reactive oxygen species and reduce the rate of stomatal closure.",Plant Physiology,2014.0,"Justin M. Watkins, Paul J. Hechler, Gloria K. Muday",10.1104/pp.113.233528,,"['Biology', 'Medicine']",,199.0,219.0,190.0,6.0,3.5,192,2.0,"Guard cell, Flavonols, Reactive oxygen species, Chalcone synthase, Chemistry","In the epidermis of Arabidopsis leaves, flavonols specifically accumulate in guard cells with enhanced synthesis in the presence of ethylene, where they lower the levels of reactive oxygen species and reduce the rate of stomatal closure.",https://doi.org/10.1104/pp.113.233528
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,The Plant Cell,2015.0,"Suzanne Gerttula, Matthew Zinkgraf, Gloria K. Muday, Daniel R. Lewis, Farid M. Ibatullin, Harry Brumer, Foster Hart, Shawn D. Mansfield, Vladimir Filkov, Andrew Groover",10.1105/tpc.15.00531,,,33.0,92.0,105.0,9.0,21.65,136.0,31.0,"Gravitropism, Cambium, Biology, Auxin, Amyloplast","It is shown that initial gravity perception and response occurs in specialized cells through sedimentation of starch-filled amyloplasts and relocalization of the auxin transport protein, PIN3, in Populus trees, and a model for gravitropism in the woody stem is proposed.",The Plant Cell,2015.0,"Suzanne Gerttula, Matthew Zinkgraf, Gloria K. Muday, Daniel R. Lewis, Farid M. Ibatullin, Harry Brumer, Foster Hart, Shawn D. Mansfield, Vladimir Filkov, Andrew Groover",10.1105/tpc.15.00531,,"['Medicine', 'Biology']",,33.0,92.0,105.0,9.0,21.65,136,31.0,"Gravitropism, Cambium, Biology, Auxin, Amyloplast","It is shown that initial gravity perception and response occurs in specialized cells through sedimentation of starch-filled amyloplasts and relocalization of the auxin transport protein, PIN3, in Populus trees, and a model for gravitropism in the woody stem is proposed.",https://doi.org/10.1105/tpc.15.00531
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,Frontiers in Plant Science,2023.0,"Xiaohui Li, Peipei Zhu, Yen-Ju Chen, Lei Huang, Diwen Wang, David T. Newton, Chuan-Chih Hsu, Guang Lin, W. Andy Tao, Christopher J. Staiger, Chunhua Zhang",10.3389/fpls.2023.1171957,,,2.0,3.0,2.0,0.0,1.0,12.0,1.0,"Exocyst, Exocytosis, Cell biology, Arabidopsis, Biology",The results indicate that the plant exocyst complex mediates constitutive dynamic transport of subsets of plasma membrane proteins during normal root growth.,Frontiers in Plant Science,2023.0,"Xiaohui Li, Peipei Zhu, Yen-Ju Chen, Lei Huang, Diwen Wang, David T. Newton, Chuan-Chih Hsu, Guang Lin, W. Andy Tao, Christopher J. Staiger, Chunhua Zhang",10.3389/fpls.2023.1171957,,['Medicine'],,3.0,3.0,2.0,0.0,1.0,12,1.0,"Exocyst, Exocytosis, Cell biology, Arabidopsis, Biology",The results indicate that the plant exocyst complex mediates constitutive dynamic transport of subsets of plasma membrane proteins during normal root growth.,https://www.frontiersin.org/articles/10.3389/fpls.2023.1171957/pdf
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,Frontiers in Plant Science,2020.0,"Carole L. Gibson, Jonathan W. Isley, Tanya G. Falbel, Cassie T. Mattox, Daniel R. Lewis, Kasee E. Metcalf, Gloria K. Muday",10.3389/fpls.2020.00910,,,10.0,10.0,10.0,0.0,1.5,17.0,4.0,"Gravitropism, Auxin, Linkage (software), Mutation, Biology","Altered trafficking of PIN2 precedes altered auxin transport and defects in gravitropism and lateral root development in this mutant upon transition to the restrictive temperature, illustrating the power of using a temperature sensitive mutation in the gene encoding SCD1 to study the trafficking ofPIN2 between the endosome and the plasma membrane.",Frontiers in Plant Science,2020.0,"Carole L. Gibson, Jonathan W. Isley, Tanya G. Falbel, Cassie T. Mattox, Daniel R. Lewis, Kasee E. Metcalf, Gloria K. Muday",10.3389/fpls.2020.00910,,"['Chemistry', 'Medicine']",,10.0,10.0,10.0,0.0,1.5,17,4.0,"Gravitropism, Auxin, Linkage (software), Mutation, Biology","Altered trafficking of PIN2 precedes altered auxin transport and defects in gravitropism and lateral root development in this mutant upon transition to the restrictive temperature, illustrating the power of using a temperature sensitive mutation in the gene encoding SCD1 to study the trafficking ofPIN2 between the endosome and the plasma membrane.",https://www.frontiersin.org/articles/10.3389/fpls.2020.00910/pdf
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,European Journal of Human Genetics,2022.0,"David A. Jamison, S. Anand Narayanan, Nídia S. Trovão, Joseph W. Guarnieri, Michael J. Topper, Pedro M. Moraes-Vieira, Viktorija Zaksas, Keshav K. Singh, Eve Syrkin Wurtele, Afshin Beheshti",10.1038/s41431-022-01108-8,,,62.0,71.0,55.0,2.0,66.30000000000001,317.0,85.0,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), Coronavirus disease 2019 (COVID-19), Virology, 2019-20 coronavirus outbreak, Sars virus","Current knowledge and how scientific communities with expertize in viral, cellular, and clinical biology have contributed to increase understanding of SARS-CoV-2 are highlighted and how these findings may help explain the widely varied clinical observations of COVID-19 patients.",European Journal of Human Genetics,2022.0,"David A. Jamison, S. Anand Narayanan, Nídia S. Trovão, Joseph W. Guarnieri, Michael J. Topper, Pedro M. Moraes-Vieira, Viktorija Zaksas, Keshav K. Singh, Eve Syrkin Wurtele, Afshin Beheshti",10.1038/s41431-022-01108-8,,['Medicine'],,62.0,71.0,55.0,2.0,66.30000000000001,318,85.0,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), Coronavirus disease 2019 (COVID-19), Virology, 2019-20 coronavirus outbreak, Sars virus","Current knowledge and how scientific communities with expertize in viral, cellular, and clinical biology have contributed to increase understanding of SARS-CoV-2 are highlighted and how these findings may help explain the widely varied clinical observations of COVID-19 patients.",https://www.nature.com/articles/s41431-022-01108-8.pdf
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,International Journal of Molecular Sciences,2020.0,"Srujana Neelam, Brian Richardson, Richard Barker, Ceasar Udave, Simon Gilroy, Mark J. Cameron, Howard G. Levine, Ye Zhang",10.3390/ijms21186762,,,25.0,27.0,21.0,0.0,1.85,49.0,3.0,"Cytoskeleton, Clinostat, Cell biology, Nuclear matrix, Extracellular matrix",It is shown that nuclear shape and differential gene expression are both responsive to simulated microgravity in a LINC-dependent manner and that this response changes with the duration of exposure to simulatedmicrogravity.,International Journal of Molecular Sciences,2020.0,"Srujana Neelam, Brian Richardson, Richard Barker, Ceasar Udave, Simon Gilroy, Mark J. Cameron, Howard G. Levine, Ye Zhang",10.3390/ijms21186762,,"['Chemistry', 'Medicine']",,25.0,27.0,21.0,0.0,1.85,49,3.0,"Cytoskeleton, Clinostat, Cell biology, Nuclear matrix, Extracellular matrix",It is shown that nuclear shape and differential gene expression are both responsive to simulated microgravity in a LINC-dependent manner and that this response changes with the duration of exposure to simulatedmicrogravity.,https://www.mdpi.com/1422-0067/21/18/6762/pdf?version=1600226273
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,Proceedings of the National Academy of Sciences,2012.0,"Wayne L. Nicholson, Kirill Krivushin, David Gilichinsky, Andrew C. Schuerger",10.1073/pnas.1209793110,,,79.0,87.0,93.0,0.0,75.10000000000001,157.0,56.0,"Permafrost, Anoxic waters, Mars Exploration Program, Regolith, Astrobiology","Quantitative growth assays demonstrated that the six permafrost isolates, as well as nine type species of Carnobacterium were all capable of growth under cold, low- pressure, anoxic conditions, thus extending the low-pressure extreme at which life can function.",Proceedings of the National Academy of Sciences,2012.0,"Wayne L. Nicholson, Kirill Krivushin, David Gilichinsky, Andrew C. Schuerger",10.1073/pnas.1209793110,,"['Medicine', 'Biology']",,79.0,87.0,93.0,0.0,75.10000000000001,157,56.0,"Permafrost, Anoxic waters, Mars Exploration Program, Regolith, Astrobiology","Quantitative growth assays demonstrated that the six permafrost isolates, as well as nine type species of Carnobacterium were all capable of growth under cold, low- pressure, anoxic conditions, thus extending the low-pressure extreme at which life can function.",https://doi.org/10.1073/pnas.1209793110
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,Genome Announcements,2013.0,"Michael T. Leonard, Nedka Panayotova, William G. Farmerie, Eric W. Triplett, Wayne L. Nicholson",10.1128/genomeA.00985-13,,,8.0,9.0,9.0,2.0,,,,"Strain (injury), Whole genome sequencing, Mars Exploration Program, Sequence (biology), Permafrost","The complete genome sequence of Carnobacterium gilichinskyi strain WN1359, previously isolated from Siberian permafrost and capable of growth under cold, anoxic, CO2-dominated, low-pressure conditions in a simulation of the Mars atmosphere is reported.",Genome Announcements,2013.0,"Michael T. Leonard, Nedka Panayotova, William G. Farmerie, Eric W. Triplett, Wayne L. Nicholson",10.1128/genomeA.00985-13,,"['Biology', 'Medicine']",,8.0,9.0,9.0,2.0,,,,"Strain (injury), Whole genome sequencing, Mars Exploration Program, Sequence (biology), Permafrost","The complete genome sequence of Carnobacterium gilichinskyi strain WN1359, previously isolated from Siberian permafrost and capable of growth under cold, anoxic, CO2-dominated, low-pressure conditions in a simulation of the Mars atmosphere is reported.",https://doi.org/10.1128/genomea.00985-13
